,maxindex,tiempo_total,navigate_per,person_per,cutscene_per,object_per,map_per,obsevation_per,notification_per,basic_per,undefined_per,close_per,13-22,5-12,0-4
232,959,1558,31.8,26.9,12.1,6.67,1.77,1.25,2.61,56.14,39.91,3.95,43.39,38.77,17.84
233,1686,3043,45.55,22.48,6.52,5.4,1.78,1.54,1.48,44.42,52.19,3.38,40.69,43.38,15.93
234,1495,678,50.77,17.26,11.37,7.02,1.4,0.4,2.34,42.3,56.57,1.13,49.01,33.76,17.23
235,1012,1400,31.82,25.59,12.75,10.08,1.38,0.59,2.77,58.14,38.97,2.89,50.58,35.13,14.29
236,913,1511,32.31,29.46,12.92,6.35,1.53,0.66,2.74,57.87,40.39,1.74,49.25,38.03,12.72
237,1003,1693,33.0,27.02,11.47,8.77,1.79,0.7,3.19,54.94,41.66,3.4,50.31,33.58,16.11
238,930,1641,30.43,25.05,10.32,6.02,1.83,1.18,3.33,54.57,39.58,5.85,49.6,33.45,16.95
239,937,1780,33.08,27.21,12.27,6.4,1.92,0.96,3.31,56.12,41.98,1.91,46.52,35.54,17.94
240,865,928,34.8,26.94,11.45,6.94,2.54,0.58,3.01,54.0,43.69,2.31,54.49,31.31,14.2
241,1003,2231,38.58,22.43,10.37,7.58,1.69,0.8,3.19,50.95,46.85,2.21,59.41,25.63,14.96
242,895,1039,34.75,28.94,13.85,4.92,1.9,1.01,2.57,55.95,42.14,1.9,48.57,35.12,16.31
243,853,1806,32.24,27.55,12.43,5.51,1.76,0.59,3.4,55.34,41.31,3.35,50.38,31.3,18.32
244,767,1441,33.51,28.81,13.56,6.0,1.96,0.78,2.74,56.85,41.36,1.8,46.2,36.1,17.7
245,1243,1225,33.15,22.12,12.31,12.71,1.85,0.4,2.01,57.92,40.47,1.61,48.18,37.17,14.65
246,1081,1239,41.17,23.5,12.4,3.89,1.94,0.56,2.41,49.11,48.92,1.97,53.97,30.03,16.0
247,1089,2094,37.47,24.15,10.84,8.26,1.56,0.92,2.66,51.66,44.73,3.61,46.55,32.82,20.63
248,1050,2298,32.67,25.05,11.14,7.33,1.33,0.76,2.48,54.3,41.29,4.41,53.73,33.53,12.74
249,937,1631,32.98,28.18,12.49,7.68,1.6,0.96,2.67,57.43,40.77,1.8,45.67,37.46,16.87
250,978,1092,40.59,21.98,11.35,6.03,2.04,0.51,3.17,49.46,48.26,2.28,59.37,27.63,13.0
251,1319,1858,45.26,19.11,11.75,5.53,1.52,0.91,2.65,44.87,53.11,2.02,44.19,27.98,27.82
252,1673,2001,52.54,17.39,8.37,2.93,1.61,0.54,1.61,36.35,60.38,3.27,63.41,25.58,11.01
253,816,1367,31.99,27.45,13.85,8.82,1.72,0.61,2.82,57.76,40.16,2.09,47.07,37.16,15.78
254,766,1544,30.81,27.15,13.19,7.31,2.09,1.04,4.18,57.58,39.92,2.5,48.75,32.08,19.17
255,1508,1921,49.67,16.05,7.1,6.03,2.19,0.66,2.39,39.63,57.55,2.83,63.85,24.71,11.44
256,1571,2449,48.25,15.02,6.56,10.12,1.78,0.51,1.72,42.88,55.68,1.44,45.28,38.71,16.01
257,1123,1525,39.89,23.69,10.77,5.88,1.42,0.45,3.03,48.78,48.78,2.44,53.86,28.19,17.95
258,936,1511,32.8,25.64,11.54,8.01,1.6,1.28,3.1,54.64,39.91,5.45,49.21,30.86,19.93
259,1234,1970,48.54,19.29,8.35,7.37,1.46,0.57,2.19,41.54,56.18,2.28,58.82,27.82,13.36
260,958,1144,33.61,31.0,12.73,4.7,2.4,0.94,2.51,57.65,40.35,2.0,55.31,31.08,13.61
261,1217,1380,46.43,21.28,12.41,3.94,1.73,0.66,2.05,45.91,52.2,1.89,45.76,33.08,21.17
262,1211,1658,37.9,25.85,10.98,5.62,1.98,0.74,2.15,51.77,46.11,2.12,52.65,32.42,14.93
263,1117,1611,42.52,19.61,9.49,10.56,2.15,0.81,1.97,46.95,50.38,2.67,50.99,35.82,13.2
264,728,1489,27.61,31.18,13.46,5.36,2.06,0.96,3.43,60.24,36.6,3.16,52.12,31.92,15.96
265,1017,1265,39.63,21.63,13.57,5.31,1.87,0.39,1.97,49.03,48.18,2.79,49.57,31.17,19.26
266,893,893,37.4,25.53,11.09,6.16,1.68,0.67,3.81,52.94,44.94,2.12,50.47,33.33,16.2
267,813,1212,28.78,34.32,13.04,4.06,2.09,0.74,2.46,60.45,36.27,3.29,54.59,31.82,13.58
268,846,2288,30.14,30.5,13.95,4.96,1.77,0.95,2.96,58.88,37.18,3.93,47.2,34.74,18.06
269,1200,2202,42.5,19.92,7.75,10.17,1.75,1.08,2.67,46.33,51.25,2.42,51.63,32.76,15.61
270,1024,1830,30.66,25.49,11.52,7.91,1.66,0.78,2.54,56.49,39.12,4.39,48.67,34.97,16.36
271,1177,1815,40.78,22.94,10.11,6.12,1.95,0.51,2.38,48.62,49.42,1.96,61.01,27.53,11.46
272,1000,1223,34.3,25.1,13.6,6.5,1.7,0.6,2.5,55.16,42.26,2.58,50.37,30.29,19.34
273,1070,1810,33.18,25.42,10.65,8.04,1.87,1.03,2.62,55.36,41.77,2.88,52.22,33.0,14.78
274,805,1512,25.47,31.8,15.16,7.83,1.99,0.87,3.98,63.99,34.03,1.97,50.2,34.43,15.37
275,1070,3156,32.8,24.58,11.31,9.16,2.06,0.47,2.71,54.54,42.27,3.19,58.7,29.7,11.6
276,871,787,39.38,25.03,12.86,4.25,1.61,0.8,2.64,51.05,46.99,1.97,48.83,30.67,20.49
277,786,2135,31.55,26.97,11.83,8.65,2.54,1.27,3.18,57.16,39.86,2.97,51.61,33.6,14.78
278,1395,1878,41.22,21.29,8.75,8.46,1.94,0.86,1.72,47.18,49.13,3.69,53.2,33.77,13.02
279,819,1637,31.14,26.37,11.84,7.81,1.83,0.73,2.69,56.35,41.45,2.2,49.29,34.67,16.04
280,1412,1099,47.17,19.62,8.43,6.09,1.13,0.57,2.48,41.93,54.0,4.07,58.0,25.33,16.67
281,1287,1792,33.33,21.83,10.18,7.85,2.33,0.54,1.71,52.2,42.57,5.24,45.06,43.68,11.26
282,877,1021,34.32,29.65,12.31,4.45,1.82,0.57,2.62,56.04,41.43,2.54,50.9,33.97,15.13
283,1349,1879,38.7,23.05,9.49,11.79,1.19,0.74,3.34,53.38,45.23,1.38,49.31,37.08,13.62
284,1089,2223,37.01,19.93,8.91,12.49,1.93,1.1,2.57,51.25,46.53,2.22,40.33,44.37,15.3
285,997,2789,41.93,24.27,10.33,5.62,2.31,1.0,2.21,49.11,48.59,2.29,55.46,30.8,13.74
286,1115,2165,39.37,24.48,10.31,6.73,1.61,0.72,2.06,50.19,46.9,2.91,46.75,39.8,13.45
287,1505,2050,47.77,19.93,8.37,5.71,2.99,1.06,1.86,44.49,53.72,1.79,66.3,23.68,10.02
288,1085,1246,38.34,21.29,13.09,6.27,1.75,0.65,2.95,51.13,45.71,3.15,50.05,29.25,20.7
289,800,1720,27.0,31.62,14.25,6.75,1.88,0.62,3.62,63.06,34.7,2.24,51.25,34.17,14.59
290,1230,2271,33.98,22.85,9.92,11.79,1.95,0.57,2.03,54.04,42.34,3.61,49.24,36.63,14.13
291,2261,2726,52.45,13.67,5.44,11.94,1.06,0.84,1.19,36.98,59.78,3.24,47.4,35.54,17.07
292,2198,2857,44.31,15.79,5.23,15.06,1.73,1.09,1.05,44.06,52.86,3.08,42.5,44.59,12.91
293,1121,1981,36.31,25.6,10.26,6.6,2.5,0.54,3.66,53.05,43.67,3.28,63.46,24.98,11.56
294,1846,1065,60.51,14.52,8.4,3.68,1.95,0.33,1.14,32.56,66.14,1.3,58.41,29.91,11.68
295,984,1661,33.03,28.66,11.48,6.2,2.34,0.71,2.74,57.78,40.28,1.94,52.38,33.48,14.15
296,1563,2046,46.51,14.97,7.1,15.16,1.86,0.83,1.66,44.75,53.25,1.99,46.9,38.8,14.3
297,949,2941,30.03,27.08,11.91,8.64,1.58,0.84,2.95,57.29,40.38,2.34,51.21,33.89,14.9
298,955,1802,36.75,23.87,9.95,6.49,1.78,1.26,3.14,51.55,46.02,2.43,46.92,37.91,15.16
299,985,1145,35.13,29.44,11.98,4.87,1.62,0.81,2.34,55.23,41.5,3.27,47.69,35.55,16.76
300,1362,1426,43.91,20.34,9.54,7.42,1.91,1.62,1.91,47.2,51.11,1.69,53.83,30.6,15.57
301,825,1581,34.91,26.3,12.36,6.91,1.82,0.97,3.64,54.11,43.32,2.57,49.55,33.08,17.37
302,1032,1492,36.82,26.94,11.43,6.4,1.36,0.97,3.0,52.52,44.4,3.08,50.66,29.95,19.39
303,1080,1789,37.87,24.35,10.65,9.26,1.57,0.65,2.31,52.91,45.05,2.04,49.95,32.43,17.62
304,963,1738,38.84,23.16,10.9,6.85,1.97,0.62,2.28,49.94,47.3,2.75,60.92,27.84,11.24
305,1800,1917,51.39,16.72,7.06,6.0,2.5,0.56,1.39,40.91,57.36,1.73,59.29,30.3,10.41
306,1060,2120,35.47,23.96,10.85,7.74,1.7,0.94,2.64,52.33,45.18,2.48,49.85,35.11,15.03
307,1138,1730,36.12,22.85,10.37,7.82,1.49,1.14,2.99,50.56,45.02,4.42,45.5,35.23,19.27
308,945,1363,37.14,28.04,12.91,5.29,1.48,0.63,2.33,53.27,44.82,1.91,49.16,35.02,15.82
309,1121,2608,39.52,23.28,9.99,7.67,1.78,0.54,2.85,49.34,47.36,3.3,51.06,35.83,13.11
310,1584,1447,45.2,18.37,10.35,10.48,1.58,0.51,1.96,46.69,51.9,1.4,47.2,35.6,17.2
311,990,1237,39.29,23.74,11.41,4.75,1.62,0.71,2.12,47.73,48.28,3.99,52.11,33.59,14.3
312,1281,1821,40.2,20.84,9.06,9.6,1.95,0.78,2.42,49.11,48.54,2.35,40.42,43.65,15.93
313,839,1282,36.95,26.7,11.8,5.24,1.67,0.72,3.46,54.34,43.77,1.89,50.94,33.46,15.6
314,958,1313,39.25,23.9,10.23,6.89,2.19,0.84,2.3,49.67,47.79,2.54,50.99,35.13,13.88
315,1277,1826,50.27,20.75,8.93,5.79,1.25,0.55,1.8,42.33,56.28,1.39,52.97,33.82,13.2
316,1446,2101,42.32,16.32,7.4,8.09,3.18,0.83,1.66,44.64,51.88,3.47,52.39,31.96,15.65
317,1380,2632,43.04,21.16,7.9,10.43,1.52,1.01,1.67,46.44,50.91,2.65,44.44,41.44,14.11
318,931,1848,30.72,28.03,11.92,5.26,1.72,0.75,2.69,56.25,39.0,4.75,54.61,33.37,12.02
319,835,1379,28.74,30.18,13.05,5.87,2.51,0.72,2.99,60.33,37.28,2.39,51.32,33.58,15.09
320,1688,2103,50.41,16.82,7.41,5.04,2.55,0.83,1.54,38.69,58.78,2.53,53.52,34.62,11.87
321,1242,1911,43.0,21.42,10.31,5.72,1.85,0.89,2.58,46.42,51.56,2.02,56.89,30.5,12.61
322,944,874,32.73,29.87,13.24,5.08,1.69,0.74,3.18,58.45,39.98,1.58,50.34,33.56,16.1
323,1052,1587,35.65,23.0,9.7,5.61,2.66,1.14,2.76,51.11,44.85,4.04,49.95,34.62,15.43
324,1200,2629,44.5,18.5,8.67,7.67,2.17,0.58,2.83,44.71,53.21,2.08,63.2,24.16,12.64
325,1014,1006,45.56,25.74,12.33,4.73,1.58,0.49,2.27,47.94,50.37,1.69,53.54,30.62,15.84
326,1026,1859,46.3,22.12,9.36,4.87,1.95,0.68,2.24,44.05,53.81,2.14,49.14,35.89,14.96
327,864,1362,35.65,24.88,11.23,6.83,1.74,1.04,2.89,52.84,45.06,2.1,50.49,33.37,16.13
328,978,1984,29.04,23.21,10.33,18.2,1.84,0.92,2.04,59.27,39.23,1.5,38.65,44.43,16.92
329,880,1348,32.61,30.11,14.89,5.45,1.82,0.91,2.61,58.6,39.35,2.06,50.12,33.21,16.67
330,1123,1865,45.06,20.75,8.55,8.1,1.51,0.71,2.4,44.55,52.44,3.01,52.7,31.88,15.43
331,1270,2192,33.23,23.62,11.73,9.13,2.52,1.1,2.83,55.4,42.48,2.12,39.05,35.31,25.64
332,1208,1975,41.72,21.94,9.93,6.79,2.57,0.99,2.24,49.09,49.18,1.73,57.08,28.5,14.42
333,811,1496,31.57,26.76,11.71,6.29,2.1,0.62,3.58,55.99,41.02,2.99,47.68,38.79,13.53
334,1039,960,46.58,20.5,11.84,5.58,1.35,0.77,2.21,45.06,53.53,1.41,51.51,30.34,18.15
335,2014,1949,51.64,12.61,5.46,18.97,1.14,0.45,1.09,42.8,54.57,2.63,65.63,24.3,10.07
336,922,1371,37.96,22.99,10.3,7.59,2.17,0.98,3.04,50.75,45.92,3.33,52.61,28.64,18.75
337,1156,2359,35.64,25.61,9.69,11.59,1.64,1.21,2.16,55.51,41.86,2.64,50.32,36.7,12.98
338,1040,1446,37.4,25.48,12.5,5.67,1.83,0.67,2.6,52.16,44.66,3.18,50.0,30.63,19.37
339,2402,3597,52.79,11.99,4.91,13.86,1.87,0.71,1.17,38.9,59.47,1.64,53.38,35.63,11.0
340,1324,1554,54.0,17.9,8.23,4.23,1.59,0.91,1.96,37.97,60.61,1.42,56.21,29.48,14.31
341,1005,1487,39.0,22.59,9.55,10.65,2.49,0.6,2.49,50.42,47.4,2.18,40.91,42.99,16.1
342,833,2189,32.77,26.53,11.76,6.0,2.4,1.44,2.76,53.86,42.67,3.47,45.18,33.5,21.32
343,843,1134,24.56,30.01,17.44,5.69,2.25,0.83,3.08,64.98,33.07,1.95,49.42,33.85,16.73
344,1000,1521,39.7,23.4,12.2,5.3,2.3,0.7,2.9,50.9,47.19,1.91,53.12,28.47,18.41
345,960,1463,34.38,27.08,12.5,6.25,1.67,0.73,2.92,55.64,42.26,2.1,49.39,36.08,14.52
346,1234,2122,34.68,21.96,8.51,12.24,1.78,0.73,2.11,52.3,44.05,3.65,47.9,38.41,13.69
347,856,974,37.03,25.12,12.97,5.61,1.99,0.58,3.74,52.79,45.48,1.73,51.05,31.97,16.98
348,1290,2361,41.71,23.49,8.76,6.51,2.87,0.54,2.02,48.59,49.31,2.1,66.35,23.24,10.42
349,1069,1298,48.36,23.29,8.7,5.71,1.5,0.84,2.43,43.45,54.8,1.75,51.07,31.88,17.05
350,1162,1597,37.95,27.45,11.1,4.82,1.55,0.52,2.93,52.87,45.56,1.57,50.46,33.64,15.9
351,1046,1349,38.81,24.38,12.05,4.97,1.72,0.76,2.1,51.07,46.9,2.03,50.91,34.55,14.53
352,981,1030,34.35,29.36,10.91,5.2,2.14,0.61,2.75,55.19,42.53,2.27,53.29,31.07,15.64
353,1366,1454,51.39,21.01,8.35,8.05,3.37,1.1,1.54,40.86,56.54,2.6,48.29,35.89,15.82
354,1511,2657,34.75,16.55,6.75,18.2,1.65,0.73,2.85,51.39,44.43,4.18,40.51,48.64,10.84
355,972,1909,35.7,23.25,10.8,8.85,1.65,0.62,2.67,52.34,45.15,2.51,46.59,36.0,17.41
356,1251,1356,45.48,22.7,10.55,4.64,1.36,0.64,2.48,46.14,52.37,1.49,49.09,34.99,15.92
357,973,2056,32.79,23.95,11.41,6.47,2.16,0.62,2.57,55.85,40.77,3.39,45.53,38.86,15.61
358,2731,3464,51.23,16.37,7.84,5.05,1.94,1.1,1.9,38.17,58.91,2.92,49.64,33.77,16.6
359,1083,1520,36.66,25.58,11.63,7.94,1.29,0.55,2.4,53.02,43.92,3.07,47.76,35.58,16.67
360,1280,1724,40.94,20.94,9.45,6.02,2.66,1.09,3.12,47.26,49.5,3.24,64.28,24.69,11.03
361,946,1405,34.67,31.18,13.32,5.07,2.11,0.53,2.11,56.26,41.28,2.46,48.89,36.89,14.22
362,1047,1732,39.92,20.34,9.17,12.23,1.53,0.86,2.77,49.4,48.4,2.2,43.0,25.4,31.6
363,778,1391,31.75,30.46,12.6,5.01,2.06,0.77,2.96,57.42,39.42,3.16,48.71,35.14,16.15
364,1121,2438,35.59,26.05,10.7,8.3,1.61,0.71,2.05,52.97,44.44,2.59,43.87,40.74,15.38
365,1453,1774,52.79,15.49,7.02,9.43,1.17,1.03,1.72,38.31,59.76,1.93,49.93,34.71,15.36
366,915,2278,27.32,32.57,13.22,5.57,1.75,0.77,2.51,61.36,35.13,3.51,47.0,37.9,15.09
367,1305,1534,44.29,21.61,10.27,3.83,3.68,0.69,2.07,47.47,51.18,1.34,62.24,26.07,11.69
368,1100,2327,29.64,24.36,10.55,12.27,1.64,1.09,3.73,56.82,39.01,4.16,43.3,40.55,16.14
369,979,1576,35.65,26.05,12.36,4.09,1.43,1.02,2.35,54.38,43.57,2.05,56.56,29.25,14.19
370,861,1682,32.75,30.89,13.01,4.18,1.97,0.93,2.56,58.77,39.39,1.84,51.53,34.97,13.5
371,918,1879,35.95,22.88,11.22,10.89,1.74,0.65,2.83,54.29,43.89,1.83,49.66,32.99,17.35
372,884,1414,36.2,25.68,12.33,5.77,2.04,0.45,2.94,52.66,45.29,2.05,51.27,33.17,15.56
373,1313,3089,46.61,19.57,7.62,8.53,1.9,0.61,2.59,44.21,53.89,1.9,48.73,34.23,17.04
374,916,1673,32.42,23.69,11.03,6.0,1.64,1.09,3.49,52.31,42.37,5.33,52.4,31.46,16.13
375,1861,2045,41.05,18.16,5.91,15.26,2.69,0.91,1.45,51.58,47.04,1.38,54.11,33.02,12.87
376,1228,1764,42.67,21.66,10.18,5.78,1.87,0.81,1.79,46.97,50.47,2.56,47.71,37.46,14.83
377,889,803,35.1,27.78,12.71,5.74,1.91,0.56,2.81,55.33,42.74,1.94,49.64,32.93,17.43
378,1123,1765,38.47,20.84,9.35,12.11,2.23,0.71,2.05,50.74,47.21,2.05,38.2,46.1,15.71
379,919,1712,38.08,26.44,10.99,6.96,1.85,0.65,2.83,52.17,45.65,2.17,53.03,29.26,17.71
380,938,1587,34.54,27.83,13.86,4.26,1.81,0.64,3.09,55.54,42.06,2.4,50.91,30.11,18.98
381,1068,1454,36.61,25.28,10.96,7.3,2.15,0.84,2.62,53.84,44.09,2.07,47.74,35.56,16.7
382,981,1921,38.94,23.65,9.89,4.79,1.73,1.12,2.55,49.03,47.84,3.14,57.19,27.58,15.23
383,1081,1744,40.98,21.18,9.34,6.85,1.48,1.57,2.59,47.07,50.29,2.64,47.0,37.02,15.99
384,1055,1327,37.25,22.75,10.62,10.71,2.09,0.47,3.22,52.64,44.78,2.59,52.37,33.2,14.43
385,1231,1950,44.6,23.07,10.24,3.25,3.17,0.81,1.87,47.15,51.15,1.7,64.18,23.51,12.31
386,1315,2860,46.92,17.34,8.06,10.19,2.51,0.61,2.21,43.55,53.92,2.53,46.69,32.33,20.98
387,899,2258,38.82,24.36,10.9,6.01,3.23,0.78,3.45,50.82,46.48,2.7,54.21,29.56,16.24
388,895,1892,37.43,24.69,11.06,6.59,1.68,0.56,2.91,50.3,46.61,3.09,49.71,35.84,14.45
389,1028,2167,39.01,27.63,11.38,6.03,1.85,1.26,2.33,52.59,45.48,1.93,54.66,32.09,13.26
390,835,1021,38.2,26.23,12.69,5.75,2.04,0.72,3.11,52.32,45.8,1.88,44.92,35.63,19.45
391,1046,1700,38.15,21.89,9.56,9.08,2.49,0.57,2.58,51.06,46.73,2.22,57.01,31.86,11.12
392,982,1247,34.62,29.12,12.83,4.79,1.63,0.41,2.55,56.11,42.14,1.75,51.64,33.08,15.28
393,899,1296,33.15,29.25,13.68,5.9,1.56,1.22,2.78,57.13,41.0,1.87,49.47,32.91,17.62
394,2162,2496,62.35,12.67,6.38,6.01,1.06,0.6,1.25,29.5,68.39,2.11,61.3,26.69,12.01
395,942,1593,39.81,30.36,11.68,4.14,1.8,0.96,2.12,52.65,45.8,1.55,44.69,34.18,21.13
396,1131,1303,35.01,24.23,10.88,11.41,1.59,0.8,3.45,55.46,42.86,1.68,45.01,38.68,16.31
397,1145,2960,35.28,21.05,8.65,11.97,1.57,0.7,2.53,51.34,44.3,4.36,47.88,37.6,14.52
398,1810,1842,56.46,15.3,5.41,8.07,1.49,1.1,1.38,35.47,62.64,1.89,47.67,41.48,10.85
399,1091,1864,43.72,20.44,9.62,6.97,1.65,0.92,2.02,44.58,52.71,2.71,43.44,40.38,16.17
400,1315,2174,46.69,22.43,8.82,3.65,2.21,0.46,1.67,44.18,53.83,1.99,60.63,27.43,11.94
401,916,1310,35.37,23.69,10.81,10.48,1.53,0.87,3.17,54.16,43.65,2.19,46.71,36.1,17.19
402,955,2015,34.76,26.49,12.57,6.28,1.88,0.63,3.25,53.99,43.9,2.11,51.16,32.64,16.21
403,811,1281,30.46,26.63,12.33,9.0,2.1,0.86,3.95,58.88,39.03,2.09,46.15,35.07,18.77
404,881,1135,38.59,24.29,10.56,4.54,2.16,1.36,2.84,49.28,46.63,4.1,53.49,30.3,16.21
405,1207,1182,40.68,31.15,9.53,4.39,1.91,0.33,2.24,52.12,46.31,1.56,54.07,30.1,15.83
406,776,1347,30.8,29.25,12.89,6.19,1.8,0.64,2.84,57.38,39.83,2.79,52.89,31.82,15.29
407,1132,2138,43.55,25.97,10.6,5.12,1.5,0.71,3.09,48.71,49.63,1.65,56.01,31.4,12.58
408,987,1843,30.6,26.34,12.06,11.85,1.52,0.61,2.74,58.74,39.23,2.04,46.27,35.29,18.44
409,872,1160,34.98,25.69,11.35,6.08,1.95,0.92,3.9,53.0,43.94,3.06,48.18,33.74,18.08
410,882,1541,29.02,24.94,11.56,6.35,2.38,0.68,2.95,57.04,37.73,5.23,46.36,36.23,17.4
411,1869,2564,55.32,14.45,6.42,10.38,1.28,0.7,1.39,36.25,61.21,2.55,47.39,35.71,16.9
412,2337,3043,52.33,13.82,7.45,8.04,1.58,0.98,1.16,37.93,59.21,2.86,31.35,40.36,28.29
413,1231,2287,35.74,23.72,9.26,7.96,2.6,0.97,1.79,52.18,45.08,2.74,52.45,33.28,14.27
414,998,2054,37.47,26.85,10.92,5.91,1.8,0.8,2.51,52.5,44.94,2.56,52.58,31.65,15.77
415,919,1348,29.49,28.51,13.38,6.42,2.29,0.65,3.81,58.58,39.1,2.32,49.88,34.14,15.97
416,1173,1473,43.22,18.93,9.12,12.53,1.79,0.43,2.39,46.91,48.88,4.21,49.09,37.39,13.53
417,865,1218,35.49,26.59,12.72,5.9,2.31,0.69,2.66,54.3,43.52,2.18,46.5,34.18,19.32
418,1367,2257,41.62,19.97,11.49,7.32,1.46,0.95,3.0,47.11,49.53,3.35,57.7,21.65,20.66
419,1284,1829,49.3,17.13,8.02,8.18,1.48,1.4,1.95,41.29,56.91,1.8,56.69,28.3,15.01
420,770,1457,32.99,27.14,12.34,5.58,2.08,0.65,2.86,55.6,42.16,2.24,50.63,35.24,14.13
421,1406,2132,34.64,18.28,6.69,11.52,2.92,1.28,1.99,52.96,43.29,3.75,43.91,41.26,14.83
422,1608,1525,56.59,14.24,7.09,5.6,2.36,0.68,1.74,35.78,62.61,1.61,63.86,23.67,12.48
423,1240,2481,33.71,20.0,8.06,13.87,1.69,0.81,2.58,53.74,42.77,3.49,35.96,50.25,13.79
424,1694,1706,55.61,13.64,8.56,7.32,1.71,0.53,1.83,36.24,62.07,1.68,61.55,28.57,9.88
425,890,1401,27.75,30.45,14.27,8.76,1.57,1.01,3.15,62.0,35.04,2.97,48.12,34.12,17.76
426,1220,1248,50.25,18.52,9.75,5.9,1.56,0.74,2.13,41.9,56.55,1.55,46.6,36.11,17.28
427,953,1461,36.2,22.56,10.7,9.23,1.68,1.15,2.94,52.73,45.38,1.89,46.0,34.33,19.67
428,1266,2285,45.58,22.35,8.61,5.37,2.37,0.55,1.97,44.38,53.69,1.93,49.54,33.28,17.18
429,1304,1623,38.5,23.7,9.28,7.67,2.15,1.15,1.53,50.08,46.75,3.17,52.55,34.71,12.74
430,1227,1478,34.15,20.86,10.11,13.45,1.63,1.22,2.12,54.46,42.88,2.66,42.64,42.72,14.64
431,1746,1636,57.85,14.03,5.78,3.72,2.23,0.57,1.37,32.68,65.77,1.55,66.51,24.84,8.65
432,1344,2207,39.14,21.73,8.71,11.31,1.71,1.12,2.08,51.78,46.28,1.93,47.57,37.16,15.27
433,905,2117,33.37,23.43,11.05,12.04,1.99,1.33,3.43,56.24,41.42,2.33,49.19,34.22,16.59
434,950,2255,34.32,27.05,12.63,5.16,1.68,0.63,2.74,55.62,42.05,2.34,53.54,30.97,15.49
435,931,2070,35.66,24.17,10.53,6.02,2.26,0.97,2.58,51.99,44.14,3.87,50.22,32.21,17.56
436,1858,3479,50.27,14.42,5.71,11.46,1.99,0.38,1.35,39.35,57.79,2.86,55.04,33.99,10.96
437,1108,1624,44.68,21.3,9.3,4.96,2.26,0.63,2.35,44.44,53.2,2.35,57.48,29.54,12.98
438,1036,1333,36.58,26.74,12.45,6.47,2.03,0.77,2.22,53.75,44.42,1.83,54.06,32.96,12.98
439,1063,1251,42.43,23.99,11.01,4.89,1.32,0.75,2.26,48.02,50.2,1.78,46.44,34.78,18.77
440,890,1906,28.88,28.76,13.37,8.99,1.69,1.24,3.26,60.14,36.97,2.88,48.4,35.47,16.13
441,993,1546,39.58,25.88,11.88,4.73,1.51,0.91,2.22,51.22,46.87,1.91,54.6,30.26,15.13
442,940,1704,33.19,27.34,12.98,7.13,1.81,0.96,2.66,56.59,40.68,2.73,50.56,35.17,14.27
443,1006,1677,38.47,23.66,9.44,9.94,1.49,1.19,2.19,51.93,45.98,2.09,45.37,37.57,17.07
444,890,1496,32.13,28.54,13.37,5.73,1.69,0.56,3.26,56.96,40.43,2.62,50.0,33.41,16.59
445,1497,1945,50.1,20.57,8.15,5.61,2.67,0.87,1.8,41.25,56.31,2.44,55.79,27.93,16.29
446,911,1637,32.27,29.09,12.4,6.7,1.76,0.88,2.96,57.28,39.91,2.82,49.07,36.28,14.65
447,991,1685,35.02,26.74,12.11,7.77,1.82,0.61,2.62,54.07,43.39,2.54,43.72,42.03,14.26
448,1317,1932,43.66,21.87,9.42,5.62,2.05,0.53,2.2,47.21,51.28,1.52,55.18,32.7,12.12
449,828,2011,30.56,26.93,11.84,8.09,2.17,1.21,3.5,57.4,40.31,2.3,46.11,37.96,15.92
450,1767,1909,51.61,13.75,6.0,9.96,2.09,0.96,1.47,38.46,60.01,1.53,52.34,36.02,11.64
451,894,1956,34.79,26.29,10.74,7.16,1.9,1.34,3.36,53.92,43.27,2.81,48.84,32.95,18.21
452,1138,2390,46.13,20.21,9.05,4.48,1.85,0.88,2.28,42.95,54.55,2.5,55.64,27.68,16.68
453,1121,1983,37.38,27.03,10.97,4.82,1.78,0.71,2.68,50.72,44.57,4.71,52.01,34.05,13.94
454,1132,1501,35.42,23.32,9.98,7.42,1.77,0.71,2.74,50.88,46.99,2.13,45.57,39.3,15.13
455,1133,2196,45.45,20.21,8.83,6.44,1.59,0.71,2.47,44.27,53.03,2.7,50.74,35.98,13.28
456,985,940,43.25,21.62,11.37,5.48,1.42,0.81,2.74,46.59,50.59,2.81,49.89,31.01,19.1
457,998,1952,32.26,26.75,11.92,7.72,1.7,1.2,2.61,56.2,40.56,3.24,48.21,34.63,17.16
458,1308,1889,41.13,20.95,8.87,5.28,2.68,1.22,1.61,47.94,48.5,3.56,61.9,26.27,11.83
459,1473,2295,39.38,20.16,8.15,12.36,2.65,1.22,1.83,50.78,47.6,1.62,52.18,35.0,12.82
460,1613,1785,47.8,14.63,6.01,13.52,1.86,0.87,1.61,42.17,54.98,2.85,46.36,33.31,20.33
461,837,1315,36.08,27.36,11.83,5.38,2.03,0.72,2.51,53.82,44.02,2.16,53.05,32.49,14.47
462,1049,1793,43.18,22.59,8.67,5.34,2.38,0.95,2.57,46.54,50.99,2.47,57.93,29.75,12.32
463,1065,769,41.41,21.88,12.39,5.35,1.5,0.66,2.54,49.2,48.69,2.11,44.04,37.34,18.62
464,853,1781,39.62,26.14,11.37,6.92,3.4,0.94,2.93,50.69,45.53,3.77,58.29,26.73,14.98
